ID,Ath_besthit,Araport11_defline
HORVU.MOREX.r2.6HG0461020.1,AT4G13980,winged-helix DNA-binding transcription factor family protein
HORVU.MOREX.r2.6HG0461030.1,AT1G05500,Calcium-dependent lipid-binding (CaLB domain) family protein
HORVU.MOREX.r2.6HG0461040.1,AT1G70420,"DNA ligase-like protein, putative (DUF1645)"
HORVU.MOREX.r2.6HG0461050.1,AT1G65170,Ubiquitin carboxyl-terminal hydrolase family protein
HORVU.MOREX.r2.6HG0461060.1,AT1G64583,Tetratricopeptide repeat (TPR)-like superfamily protein
HORVU.MOREX.r2.6HG0461070.1,AT5G14760,L-aspartate oxidase
HORVU.MOREX.r2.6HG0461080.1,AT5G14760,L-aspartate oxidase
HORVU.MOREX.r2.6HG0461090.1,AT3G22470,Pentatricopeptide repeat (PPR) superfamily protein
HORVU.MOREX.r2.6HG0461110.1,AT2G36330,Uncharacterized protein family (UPF0497)
HORVU.MOREX.r2.6HG0461140.1,AT3G19960,myosin 1
HORVU.MOREX.r2.6HG0461160.1,AT5G35695,nuclease HARBI1-like protein
HORVU.MOREX.r2.6HG0461180.1,AT5G22450,"spectrin beta chain, brain"
HORVU.MOREX.r2.6HG0461190.1,AT1G30160,hypothetical protein (DUF295)
HORVU.MOREX.r2.6HG0461200.1,AT1G06900,Insulinase (Peptidase family M16) family protein
HORVU.MOREX.r2.6HG0461220.1,AT1G55910,zinc transporter 11 precursor
HORVU.MOREX.r2.6HG0461230.1,AT1G02970,WEE1-like kinase
HORVU.MOREX.r2.6HG0461240.1,AT1G54570,Esterase/lipase/thioesterase family protein
HORVU.MOREX.r2.6HG0461250.1,AT3G61590,Galactose oxidase/kelch repeat superfamily protein
HORVU.MOREX.r2.6HG0461310.1,AT3G49000,RNA polymerase III subunit RPC82 family protein
HORVU.MOREX.r2.6HG0461380.1,AT5G12400,PHD-finger and DNA binding domain-containing protein
HORVU.MOREX.r2.6HG0461400.1,AT2G41460,apurinic endonuclease-redox protein
HORVU.MOREX.r2.6HG0461430.1,AT3G14067,Subtilase family protein
HORVU.MOREX.r2.6HG0461440.1,AT2G32300,uclacyanin 1
HORVU.MOREX.r2.6HG0461480.1,AT4G03500,Ankyrin repeat family protein
HORVU.MOREX.r2.6HG0461500.1,AT4G30600,signal recognition particle receptor alpha subunit family protein
HORVU.MOREX.r2.6HG0461510.1,AT2G14210,AGAMOUS-like 44
HORVU.MOREX.r2.6HG0461540.1,AT5G64420,DNA polymerase V family
HORVU.MOREX.r2.6HG0461550.1,AT5G11810,rhomboid family protein
HORVU.MOREX.r2.6HG0461570.1,AT5G61790,calnexin 1
HORVU.MOREX.r2.6HG0461600.1,AT3G26922,F-box/RNI-like superfamily protein
HORVU.MOREX.r2.6HG0461610.1,AT5G61790,calnexin 1
HORVU.MOREX.r2.6HG0461650.1,AT3G18180,Glycosyltransferase family 61 protein
HORVU.MOREX.r2.6HG0461660.1,AT4G38062,basic helix loop helix (bHLH) DNA-binding superfamily protein
HORVU.MOREX.r2.6HG0461670.1,AT4G12020,protein kinase family protein
HORVU.MOREX.r2.6HG0461680.1,AT3G56060,Glucose-methanol-choline (GMC) oxidoreductase family protein
HORVU.MOREX.r2.6HG0461690.1,AT3G54670,Structural maintenance of chromosomes (SMC) family protein
HORVU.MOREX.r2.6HG0461700.1,AT1G48120,serine/threonine-protein phosphatase 7 long form-like protein
HORVU.MOREX.r2.6HG0461730.1,AT2G26280,CTC-interacting domain 7
HORVU.MOREX.r2.6HG0461740.1,AT5G39790,PROTEIN TARGETING TO STARCH (PTST)
HORVU.MOREX.r2.6HG0461760.1,AT1G48520,GLU-ADT subunit B
HORVU.MOREX.r2.6HG0461770.1,AT5G15880,golgin family A protein
HORVU.MOREX.r2.6HG0461780.1,AT1G76140,Prolyl oligopeptidase family protein
HORVU.MOREX.r2.6HG0461790.1,AT1G18370,ATP binding microtubule motor family protein
HORVU.MOREX.r2.6HG0461810.1,AT3G14110,Tetratricopeptide repeat (TPR)-like superfamily protein
HORVU.MOREX.r2.6HG0461820.1,AT1G01350,Zinc finger (CCCH-type/C3HC4-type RING finger) family protein
HORVU.MOREX.r2.6HG0461860.1,AT2G22720,SPT2 chromatin protein
HORVU.MOREX.r2.6HG0461880.1,AT2G02890,F-box family protein
HORVU.MOREX.r2.6HG0461910.1,AT3G58960,F-box/RNI-like/FBD-like domains-containing protein
HORVU.MOREX.r2.6HG0461980.1,AT3G33530,Transducin family protein / WD-40 repeat family protein
HORVU.MOREX.r2.6HG0462000.1,AT3G10250,histidine-tRNA ligase
HORVU.MOREX.r2.6HG0462010.1,AT2G34580,cytomegalovirus UL139 protein
HORVU.MOREX.r2.6HG0462020.1,AT3G53940,Mitochondrial substrate carrier family protein
HORVU.MOREX.r2.6HG0462060.1,AT2G43030,Ribosomal protein L3 family protein
HORVU.MOREX.r2.6HG0462070.1,AT1G39070,hypothetical protein
HORVU.MOREX.r2.6HG0462100.1,AT5G03760,Nucleotide-diphospho-sugar transferases superfamily protein
HORVU.MOREX.r2.6HG0462110.1,AT2G02970,GDA1/CD39 nucleoside phosphatase family protein
HORVU.MOREX.r2.6HG0462140.1,AT3G14470,NB-ARC domain-containing disease resistance protein
HORVU.MOREX.r2.6HG0462170.1,AT3G14470,NB-ARC domain-containing disease resistance protein
HORVU.MOREX.r2.6HG0462180.1,AT3G11964,RIBOSOMAL RNA PROCESSING 5
HORVU.MOREX.r2.6HG0462210.1,AT1G15520,pleiotropic drug resistance 12
HORVU.MOREX.r2.6HG0462220.1,AT3G55200,Cleavage and polyadenylation specificity factor (CPSF) A subunit protein
HORVU.MOREX.r2.6HG0462250.1,AT5G15330,SPX domain-containing protein 4
HORVU.MOREX.r2.6HG0462260.1,AT5G15330,SPX domain-containing protein 4
HORVU.MOREX.r2.6HG0462270.1,AT1G79000,histone acetyltransferase of the CBP family 1
HORVU.MOREX.r2.6HG0462310.1,AT5G10910,mraW methylase family protein
HORVU.MOREX.r2.6HG0462400.1,AT3G11540,Tetratricopeptide repeat (TPR)-like superfamily protein
HORVU.MOREX.r2.6HG0462420.1,AT3G63420,Ggamma-subunit 1
HORVU.MOREX.r2.6HG0462430.1,AT1G69740,Aldolase superfamily protein
HORVU.MOREX.r2.6HG0462450.1,AT1G12040,leucine-rich repeat/extensin 1
HORVU.MOREX.r2.6HG0462480.1,AT3G13160,Tetratricopeptide repeat (TPR)-like superfamily protein
HORVU.MOREX.r2.6HG0462490.1,AT5G04820,ovate family protein 13
HORVU.MOREX.r2.6HG0462500.1,AT1G78995,hypothetical protein
HORVU.MOREX.r2.6HG0462540.1,AT5G04395,NAC transcription factor-like protein
HORVU.MOREX.r2.6HG0462550.1,AT5G46280,Minichromosome maintenance (MCM2/3/5) family protein
HORVU.MOREX.r2.6HG0462560.1,AT2G36530,Enolase
HORVU.MOREX.r2.6HG0462570.1,AT2G34930,disease resistance family protein / LRR family protein
HORVU.MOREX.r2.6HG0462580.1,AT2G34930,disease resistance family protein / LRR family protein
HORVU.MOREX.r2.6HG0462590.1,AT3G19830,Calcium-dependent lipid-binding (CaLB domain) family protein
HORVU.MOREX.r2.6HG0462600.1,AT3G54360,zinc ion binding protein
HORVU.MOREX.r2.6HG0462610.1,AT3G15920,Phox (PX) domain-containing protein
HORVU.MOREX.r2.6HG0462620.1,AT5G35930,AMP-dependent synthetase and ligase family protein
HORVU.MOREX.r2.6HG0462650.1,AT5G58130,RNA-binding (RRM/RBD/RNP motifs) family protein
HORVU.MOREX.r2.6HG0462660.1,AT1G55730,cation exchanger 5
HORVU.MOREX.r2.6HG0462680.1,AT3G13040,myb-like HTH transcriptional regulator family protein
HORVU.MOREX.r2.6HG0462730.1,AT3G52870,IQ calmodulin-binding motif family protein
HORVU.MOREX.r2.6HG0462740.1,AT5G58110,chaperone binding / ATPase activator
HORVU.MOREX.r2.6HG0462750.1,AT4G31120,SHK1 binding protein 1
HORVU.MOREX.r2.6HG0462820.1,AT2G38300,myb-like HTH transcriptional regulator family protein
HORVU.MOREX.r2.6HG0462840.1,AT5G58090,O-Glycosyl hydrolases family 17 protein
HORVU.MOREX.r2.6HG0462880.1,AT5G43270,squamosa promoter binding protein-like 2
HORVU.MOREX.r2.6HG0462890.1,AT3G24255,RNA-directed DNA polymerase (reverse transcriptase)-related family protein
HORVU.MOREX.r2.6HG0462910.1,AT2G07050,cycloartenol synthase 1
HORVU.MOREX.r2.6HG0462950.1,AT1G18650,plasmodesmata callose-binding protein 3
HORVU.MOREX.r2.6HG0462970.1,AT4G04480,F-box protein with a domain protein
HORVU.MOREX.r2.6HG0462980.1,AT4G22030,F-box protein with a domain protein
HORVU.MOREX.r2.6HG0463020.1,AT2G07050,cycloartenol synthase 1
HORVU.MOREX.r2.6HG0463030.1,AT5G17250,Alkaline-phosphatase-like family protein
HORVU.MOREX.r2.6HG0463080.1,AT1G02510,Outward rectifying potassium channel protein
HORVU.MOREX.r2.6HG0463090.1,AT4G16580,Protein phosphatase 2C family protein
HORVU.MOREX.r2.6HG0463100.1,AT4G01660,ABC transporter 1
HORVU.MOREX.r2.6HG0463170.1,AT2G45560,"cytochrome P450, family 76, subfamily C, polypeptide 1"
HORVU.MOREX.r2.6HG0463180.1,AT5G54890,RNA-binding CRS1 / YhbY (CRM) domain-containing protein
HORVU.MOREX.r2.6HG0463190.1,AT4G27030,fatty acid desaturase A
HORVU.MOREX.r2.6HG0463200.1,AT1G16770,hypothetical protein
HORVU.MOREX.r2.6HG0463220.1,AT5G06680,spindle pole body component 98
HORVU.MOREX.r2.6HG0463260.1,AT1G55030,RNI-like superfamily protein
HORVU.MOREX.r2.6HG0463270.1,AT1G27770,autoinhibited Ca2+-ATPase 1
HORVU.MOREX.r2.6HG0463280.1,AT4G05320,polyubiquitin 10
HORVU.MOREX.r2.6HG0463330.1,AT1G21270,wall-associated kinase 2
HORVU.MOREX.r2.6HG0463340.1,AT5G38392,F-box/RNI superfamily protein
HORVU.MOREX.r2.6HG0463350.1,AT4G38180,FAR1-related sequence 5
HORVU.MOREX.r2.6HG0463360.1,AT2G19790,SNARE-like superfamily protein
HORVU.MOREX.r2.6HG0463370.1,AT1G13570,F-box/RNI-like superfamily protein
HORVU.MOREX.r2.6HG0463390.1,AT1G15780,mediator of RNA polymerase II transcription subunit 15a-like protein
HORVU.MOREX.r2.6HG0463430.1,AT1G15780,mediator of RNA polymerase II transcription subunit 15a-like protein
HORVU.MOREX.r2.6HG0463450.1,AT1G11910,aspartic proteinase A1
HORVU.MOREX.r2.6HG0463480.1,AT3G50520,Phosphoglycerate mutase family protein
HORVU.MOREX.r2.6HG0463490.1,AT2G24390,AIG2-like (avirulence induced gene) family protein
HORVU.MOREX.r2.6HG0463500.1,AT1G19220,auxin response factor 19
HORVU.MOREX.r2.6HG0463510.1,AT4G16130,arabinose kinase
HORVU.MOREX.r2.6HG0463520.1,AT5G60750,CAAX amino terminal protease family protein
HORVU.MOREX.r2.6HG0463530.1,AT1G33410,SUPPRESSOR OF AUXIN RESISTANCE1
HORVU.MOREX.r2.6HG0463540.1,AT2G38995,O-acyltransferase (WSD1-like) family protein
HORVU.MOREX.r2.6HG0463550.1,AT4G16162,Leucine-rich repeat (LRR) family protein
HORVU.MOREX.r2.6HG0463560.1,AT5G35320,DBH-like monooxygenase
HORVU.MOREX.r2.6HG0463620.1,AT4G14096,F-box/RNI-like superfamily protein
HORVU.MOREX.r2.6HG0463630.1,AT3G45750,Nucleotidyltransferase family protein
HORVU.MOREX.r2.6HG0463640.1,AT3G26330,"cytochrome P450, family 71, subfamily B, polypeptide 37"
HORVU.MOREX.r2.6HG0463670.1,AT5G60990,DEA(D/H)-box RNA helicase family protein
HORVU.MOREX.r2.6HG0463680.1,AT4G16760,acyl-CoA oxidase 1
HORVU.MOREX.r2.6HG0463690.1,AT4G16760,acyl-CoA oxidase 1
HORVU.MOREX.r2.6HG0463730.1,AT3G42170,BED zinc finger and hAT dimerization domain-containing protein DAYSLEEPER
HORVU.MOREX.r2.6HG0463740.1,AT5G53520,oligopeptide transporter 8
HORVU.MOREX.r2.6HG0463750.1,AT3G14470,NB-ARC domain-containing disease resistance protein
HORVU.MOREX.r2.6HG0463760.1,AT5G43175,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
HORVU.MOREX.r2.6HG0463770.1,AT3G20500,purple acid phosphatase 18
HORVU.MOREX.r2.6HG0463780.1,AT5G54880,DTW domain-containing protein
HORVU.MOREX.r2.6HG0463790.1,AT5G57580,Calmodulin-binding protein
HORVU.MOREX.r2.6HG0463800.1,AT5G23950,Calcium-dependent lipid-binding (CaLB domain) family protein
HORVU.MOREX.r2.6HG0463810.1,AT4G23160,cysteine-rich RECEPTOR-like kinase
HORVU.MOREX.r2.6HG0463820.1,AT2G41830,Uncharacterized protein
HORVU.MOREX.r2.6HG0463850.1,AT3G01840,Protein kinase superfamily protein
HORVU.MOREX.r2.6HG0463870.1,AT5G20810,SAUR-like auxin-responsive protein family
HORVU.MOREX.r2.6HG0463880.1,AT2G24400,SAUR-like auxin-responsive protein family
HORVU.MOREX.r2.6HG0463890.1,AT1G55460,"DNA/RNA-binding protein Kin17, conserved region"
HORVU.MOREX.r2.6HG0463900.1,AT5G64270,splicing factor
HORVU.MOREX.r2.6HG0463910.1,AT3G45040,phosphatidate cytidylyltransferase family protein
HORVU.MOREX.r2.6HG0463940.1,AT4G10280,RmlC-like cupins superfamily protein
HORVU.MOREX.r2.6HG0463950.1,AT1G13570,F-box/RNI-like superfamily protein
HORVU.MOREX.r2.6HG0463980.1,AT3G13920,eukaryotic translation initiation factor 4A1
HORVU.MOREX.r2.6HG0463990.1,AT4G37530,Peroxidase superfamily protein
HORVU.MOREX.r2.6HG0464020.1,AT3G01740,Mitochondrial ribosomal protein L37
HORVU.MOREX.r2.6HG0464060.1,AT4G01070,UDP-Glycosyltransferase superfamily protein
HORVU.MOREX.r2.6HG0464070.1,AT1G12820,auxin signaling F-box 3
HORVU.MOREX.r2.6HG0464080.1,AT2G20580,26S proteasome regulatory subunit S2 1A
HORVU.MOREX.r2.6HG0464100.1,AT2G46550,transmembrane protein
HORVU.MOREX.r2.6HG0464140.1,AT5G11010,Pre-mRNA cleavage complex II protein family
HORVU.MOREX.r2.6HG0464150.1,AT1G62390,Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein
HORVU.MOREX.r2.6HG0464160.1,AT4G12120,Sec1/munc18-like (SM) proteins superfamily
HORVU.MOREX.r2.6HG0464190.1,AT2G35460,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
HORVU.MOREX.r2.6HG0464230.1,AT5G24630,double-stranded DNA binding protein
HORVU.MOREX.r2.6HG0464240.1,AT5G59870,histone H2A 6
HORVU.MOREX.r2.6HG0464260.1,AT2G29040,Exostosin family protein
HORVU.MOREX.r2.6HG0464270.1,AT1G77300,histone-lysine N-methyltransferase
HORVU.MOREX.r2.6HG0464290.1,AT2G46050,Pentatricopeptide repeat (PPR-like) superfamily protein
HORVU.MOREX.r2.6HG0464300.1,AT1G61000,kinetochore protein
HORVU.MOREX.r2.6HG0464330.1,AT5G59870,histone H2A 6
HORVU.MOREX.r2.6HG0464340.1,AT5G59870,histone H2A 6
HORVU.MOREX.r2.6HG0464370.1,AT3G10710,root hair specific 12
HORVU.MOREX.r2.6HG0464380.1,AT4G23160,cysteine-rich RECEPTOR-like kinase
HORVU.MOREX.r2.6HG0464420.1,AT2G47000,ATP binding cassette subfamily B4
HORVU.MOREX.r2.6HG0464430.1,AT3G26935,DHHC-type zinc finger family protein
HORVU.MOREX.r2.6HG0464440.1,AT4G29940,pathogenesis related homeodomain protein A
HORVU.MOREX.r2.6HG0464500.1,AT5G22750,DNA/RNA helicase protein
HORVU.MOREX.r2.6HG0464510.1,AT5G57180,chloroplast import apparatus 2
HORVU.MOREX.r2.6HG0464520.1,AT3G47210,hypothetical protein (DUF247)
HORVU.MOREX.r2.6HG0464530.1,AT1G10210,mitogen-activated protein kinase 1
HORVU.MOREX.r2.6HG0464540.1,AT3G49050,alpha/beta-Hydrolases superfamily protein
HORVU.MOREX.r2.6HG0464550.1,AT2G39100,RING/U-box superfamily protein
HORVU.MOREX.r2.6HG0464560.1,AT5G05340,Peroxidase superfamily protein
HORVU.MOREX.r2.6HG0464580.1,AT4G31570,nucleoporin
HORVU.MOREX.r2.6HG0464590.1,AT3G21175,ZIM-like 1
HORVU.MOREX.r2.6HG0464620.1,AT4G26020,4/1 protein short form protein
HORVU.MOREX.r2.6HG0464690.1,AT1G36730,Translation initiation factor IF2/IF5
HORVU.MOREX.r2.6HG0464720.1,AT1G05950,hypothetical protein
HORVU.MOREX.r2.6HG0464740.1,AT4G05320,polyubiquitin 10
HORVU.MOREX.r2.6HG0464750.1,AT4G31540,exocyst subunit exo70 family protein G1
HORVU.MOREX.r2.6HG0464760.1,AT5G10740,Protein phosphatase 2C family protein
HORVU.MOREX.r2.6HG0464770.1,AT3G07040,NB-ARC domain-containing disease resistance protein
HORVU.MOREX.r2.6HG0464780.1,AT5G35450,Disease resistance protein (CC-NBS-LRR class) family
HORVU.MOREX.r2.6HG0464790.1,AT3G07040,NB-ARC domain-containing disease resistance protein
HORVU.MOREX.r2.6HG0464800.1,AT3G07040,NB-ARC domain-containing disease resistance protein
HORVU.MOREX.r2.6HG0464840.1,AT3G07040,NB-ARC domain-containing disease resistance protein
HORVU.MOREX.r2.6HG0464870.1,AT2G22800,Homeobox-leucine zipper protein family
HORVU.MOREX.r2.6HG0464920.1,AT5G09930,ABC transporter family protein
HORVU.MOREX.r2.6HG0464930.1,AT3G51870,Mitochondrial substrate carrier family protein
HORVU.MOREX.r2.6HG0464980.1,AT5G06710,homeobox leucine zipper protein
HORVU.MOREX.r2.6HG0465010.1,AT1G78010,tRNA modification GTPase
HORVU.MOREX.r2.6HG0465020.1,AT3G27890,NADPH:quinone oxidoreductase
HORVU.MOREX.r2.6HG0465070.1,AT3G06860,multifunctional protein 2
HORVU.MOREX.r2.6HG0465080.1,AT1G73360,homeodomain GLABROUS 11
HORVU.MOREX.r2.6HG0465230.1,AT5G22140,FAD/NAD(P)-binding oxidoreductase family protein
HORVU.MOREX.r2.6HG0465240.1,AT5G24870,RING/U-box superfamily protein
HORVU.MOREX.r2.6HG0465250.1,AT5G57360,Galactose oxidase/kelch repeat superfamily protein
HORVU.MOREX.r2.6HG0465260.1,AT4G31410,"E3 ubiquitin-protein ligase, putative (DUF1644)"
HORVU.MOREX.r2.6HG0465270.1,AT4G23160,cysteine-rich RECEPTOR-like kinase
HORVU.MOREX.r2.6HG0465280.1,AT4G29990,Leucine-rich repeat transmembrane protein kinase protein
HORVU.MOREX.r2.6HG0465320.1,AT4G23160,cysteine-rich RECEPTOR-like kinase
HORVU.MOREX.r2.6HG0465340.1,AT2G32990,glycosyl hydrolase 9B8
HORVU.MOREX.r2.6HG0465380.1,AT3G14390,Pyridoxal-dependent decarboxylase family protein
HORVU.MOREX.r2.6HG0465460.1,AT1G35460,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
HORVU.MOREX.r2.6HG0465470.1,AT4G37490,CYCLIN B1;1
HORVU.MOREX.r2.6HG0465510.1,AT4G23160,cysteine-rich RECEPTOR-like kinase
HORVU.MOREX.r2.6HG0465520.1,AT4G34100,RING/U-box superfamily protein
HORVU.MOREX.r2.6HG0465530.1,AT1G48120,serine/threonine-protein phosphatase 7 long form-like protein
HORVU.MOREX.r2.6HG0465590.1,AT2G24370,kinase with adenine nucleotide alpha hydrolases-like domain-containing protein
HORVU.MOREX.r2.6HG0465600.1,AT1G50940,electron transfer flavoprotein alpha
HORVU.MOREX.r2.6HG0465610.1,AT3G05200,RING/U-box superfamily protein
HORVU.MOREX.r2.6HG0465700.1,AT4G31180,Class II aminoacyl-tRNA and biotin synthetases superfamily protein
HORVU.MOREX.r2.6HG0465720.1,AT4G32820,Tetratricopeptide repeat (TPR)-like superfamily protein
HORVU.MOREX.r2.6HG0465730.1,AT5G06320,NDR1/HIN1-like 3
HORVU.MOREX.r2.6HG0465740.1,AT2G44840,ethylene-responsive element binding factor 13
HORVU.MOREX.r2.6HG0465750.1,AT4G14240,CBS domain protein with a domain protein (DUF21)
HORVU.MOREX.r2.6HG0465770.1,AT4G30200,vernalization5/VIN3-like protein
HORVU.MOREX.r2.6HG0465780.1,AT1G09960,sucrose transporter 4
HORVU.MOREX.r2.6HG0465820.1,AT1G05510,"naphthalene 1,2-dioxygenase subunit alpha (DUF1264)"
HORVU.MOREX.r2.6HG0465880.1,AT1G53760,K+-H+ exchange-like protein
HORVU.MOREX.r2.6HG0465890.1,AT2G40030,nuclear RNA polymerase D1B
HORVU.MOREX.r2.6HG0465900.1,AT3G02400,SMAD/FHA domain-containing protein
HORVU.MOREX.r2.6HG0465910.1,AT1G30475,hypothetical protein
HORVU.MOREX.r2.6HG0465920.1,AT1G65810,P-loop containing nucleoside triphosphate hydrolases superfamily protein
HORVU.MOREX.r2.6HG0465940.1,AT3G13000,"ubiquinone biosynthesis protein (Protein of unknown function, DUF547)"
HORVU.MOREX.r2.6HG0465970.1,,
HORVU.MOREX.r2.6HG0465980.1,AT1G72300,Leucine-rich receptor-like protein kinase family protein
HORVU.MOREX.r2.6HG0465990.1,AT1G72300,Leucine-rich receptor-like protein kinase family protein
HORVU.MOREX.r2.6HG0466040.1,AT1G22920,COP9 signalosome 5A
HORVU.MOREX.r2.6HG0466050.1,AT5G65687,Major facilitator superfamily protein
HORVU.MOREX.r2.6HG0466070.1,AT2G26800,Aldolase superfamily protein
HORVU.MOREX.r2.6HG0466080.1,AT1G72300,Leucine-rich receptor-like protein kinase family protein
HORVU.MOREX.r2.6HG0466090.1,AT3G58780,K-box region and MADS-box transcription factor family protein
HORVU.MOREX.r2.6HG0466100.1,AT1G72300,Leucine-rich receptor-like protein kinase family protein
HORVU.MOREX.r2.6HG0466110.1,AT1G72300,Leucine-rich receptor-like protein kinase family protein
HORVU.MOREX.r2.6HG0466140.1,ATMG00300,Gag-Pol-related retrotransposon family protein
HORVU.MOREX.r2.6HG0466150.1,AT1G72300,Leucine-rich receptor-like protein kinase family protein
HORVU.MOREX.r2.6HG0466160.1,AT1G05890,RING/U-box superfamily protein
HORVU.MOREX.r2.6HG0466170.1,AT1G72300,Leucine-rich receptor-like protein kinase family protein
HORVU.MOREX.r2.6HG0466190.1,AT1G68570,Major facilitator superfamily protein
HORVU.MOREX.r2.6HG0466340.1,AT1G72300,Leucine-rich receptor-like protein kinase family protein
HORVU.MOREX.r2.6HG0466350.1,AT1G72300,Leucine-rich receptor-like protein kinase family protein
HORVU.MOREX.r2.6HG0466370.1,AT1G72300,Leucine-rich receptor-like protein kinase family protein
HORVU.MOREX.r2.6HG0466390.1,AT1G72300,Leucine-rich receptor-like protein kinase family protein
HORVU.MOREX.r2.6HG0466430.1,AT5G15130,WRKY DNA-binding protein 72
HORVU.MOREX.r2.6HG0466440.1,AT3G07930,DNA glycosylase superfamily protein
HORVU.MOREX.r2.6HG0466460.1,AT1G51880,root hair specific 6
HORVU.MOREX.r2.6HG0466470.1,AT1G54320,LEM3 (ligand-effect modulator 3) family protein / CDC50 family protein
HORVU.MOREX.r2.6HG0466500.1,AT5G21920,YGGT family protein
HORVU.MOREX.r2.6HG0466540.1,AT1G67650,SRP72 RNA-binding domain-containing protein
HORVU.MOREX.r2.6HG0466550.1,,
HORVU.MOREX.r2.6HG0466570.1,AT5G27350,Major facilitator superfamily protein
HORVU.MOREX.r2.6HG0466580.1,AT1G34070,Copia-like polyprotein/retrotransposon
HORVU.MOREX.r2.6HG0466590.1,AT1G21280,Copia-like polyprotein/retrotransposon
HORVU.MOREX.r2.6HG0466620.1,AT2G07698,"ATPase, F1 complex, alpha subunit protein"
HORVU.MOREX.r2.6HG0466630.1,AT3G45830,nuclear factor kappa-B-binding-like protein
HORVU.MOREX.r2.6HG0466640.1,AT4G00830,RNA-binding (RRM/RBD/RNP motifs) family protein
HORVU.MOREX.r2.6HG0466650.1,ATMG00860,DNA/RNA polymerases superfamily protein
HORVU.MOREX.r2.6HG0466670.1,AT1G21680,DPP6 N-terminal domain-like protein
HORVU.MOREX.r2.6HG0466720.1,AT3G04170,RmlC-like cupins superfamily protein
HORVU.MOREX.r2.6HG0466730.1,,
HORVU.MOREX.r2.6HG0466760.1,AT1G23147,RALF-like 3
HORVU.MOREX.r2.6HG0466800.1,AT3G48430,relative of early flowering 6
HORVU.MOREX.r2.6HG0466810.1,AT4G14103,F-box/RNI-like superfamily protein
HORVU.MOREX.r2.6HG0466820.1,AT4G38760,nucleoporin (DUF3414)
HORVU.MOREX.r2.6HG0466830.1,AT4G29010,Enoyl-CoA hydratase/isomerase family
HORVU.MOREX.r2.6HG0466840.1,AT1G71010,FORMS APLOID AND BINUCLEATE CELLS 1C
HORVU.MOREX.r2.6HG0466880.1,AT1G17360,LOW protein: protein phosphatase 1 regulatory subunit-like protein
HORVU.MOREX.r2.6HG0466910.1,AT4G00390,DNA-binding storekeeper protein-related transcriptional regulator
HORVU.MOREX.r2.6HG0467000.1,AT5G05350,PLAC8 family protein
